,Unnamed: 0,Unnamed: 0.1,ft_uname,ft_rname,ft_commit_date,author_association,merged_status,pull_title,pull_msg,pullauthordate,pullid,ft_total_changes,ft_addns,ft_delns,commitauthordate,commitid,pullcommitsha,pullcommitmsg,repodesc,repolang
291,2819,2819,Ladeia,mozilla-club-activity-hack-the-news,2015-11-02T13:44:45Z,CONTRIBUTOR,True,Add pt-BR translation for Hack the News page,,2015-11-02T13:48:28Z,https://api.github.com/repos/mozilla/mozilla-club-activity-hack-the-news/pulls/1,59.0,30.0,29.0,2015-11-02T13:44:45Z,ad16aea983687dfd2e3f463bf9cba5fd81cb91f4,ad16aea983687dfd2e3f463bf9cba5fd81cb91f4,"finish localization, but dont have any review",A Mozilla Club activity called Hack the News,JavaScript
292,2820,2820,Ladeia,mozilla-club-activity-hack-the-news,2015-11-02T14:03:47Z,CONTRIBUTOR,True,Add pt-BR translation for Hack the News page,,2015-11-02T13:48:28Z,https://api.github.com/repos/mozilla/mozilla-club-activity-hack-the-news/pulls/1,10.0,5.0,5.0,2015-11-02T14:03:47Z,62f7ce1b819c48d61544eb9e0bc42d03af991561,62f7ce1b819c48d61544eb9e0bc42d03af991561,add some improve changes,A Mozilla Club activity called Hack the News,JavaScript
293,2933,2933,LegNeato,mediawiki-bugzilla,2012-04-11T06:38:24Z,CONTRIBUTOR,True,Sync my repo with the mozilla repo,"...3rd time's a charm?
",2012-05-16T06:08:22Z,https://api.github.com/repos/mozilla/mediawiki-bugzilla/pulls/7,35.0,24.0,11.0,2012-04-11T06:38:24Z,d0a1f77d67260a23f64a78de3236ddf578de5d27,d0a1f77d67260a23f64a78de3236ddf578de5d27,Report json errors to the user,A MediaWiki extension that provides read-only access to the Bugzilla REST API,PHP
294,2934,2934,LegNeato,mediawiki-bugzilla,2012-04-11T06:44:20Z,CONTRIBUTOR,True,Sync my repo with the mozilla repo,"...3rd time's a charm?
",2012-05-16T06:08:22Z,https://api.github.com/repos/mozilla/mediawiki-bugzilla/pulls/7,3.0,2.0,1.0,2012-04-11T06:44:20Z,060a430bf8fad34d2995fb60b71e2f9b2b63c5f1,060a430bf8fad34d2995fb60b71e2f9b2b63c5f1,"Fix a typo, return early when there is an error",A MediaWiki extension that provides read-only access to the Bugzilla REST API,PHP
295,2935,2935,LegNeato,mediawiki-bugzilla,2012-04-13T09:02:21Z,CONTRIBUTOR,True,Sync my repo with the mozilla repo,"...3rd time's a charm?
",2012-05-16T06:08:22Z,https://api.github.com/repos/mozilla/mediawiki-bugzilla/pulls/7,341.0,288.0,53.0,2012-04-13T09:02:21Z,5a4db4a462ea41984ffdf306d5a732204c62349e,5a4db4a462ea41984ffdf306d5a732204c62349e,"Fix support for jquery tables, add the ability to specify fields,
refactor templates, add support for a simple HTML list output type, add
some CSS classes for bugs in various states, ignore all sorts of
swap files in the .gitignore",A MediaWiki extension that provides read-only access to the Bugzilla REST API,PHP
296,2936,2936,LegNeato,mediawiki-bugzilla,2012-04-16T01:26:18Z,CONTRIBUTOR,True,Sync my repo with the mozilla repo,"...3rd time's a charm?
",2012-05-16T06:08:22Z,https://api.github.com/repos/mozilla/mediawiki-bugzilla/pulls/7,2.0,1.0,1.0,2012-04-16T01:26:18Z,1e43de6bc166ae325ec2ee6f2b560db047df9cd7,1e43de6bc166ae325ec2ee6f2b560db047df9cd7,Make bar charts use whole numbers in the scale,A MediaWiki extension that provides read-only access to the Bugzilla REST API,PHP
297,2937,2937,LegNeato,mediawiki-bugzilla,2012-04-16T03:33:32Z,CONTRIBUTOR,True,Sync my repo with the mozilla repo,"...3rd time's a charm?
",2012-05-16T06:08:22Z,https://api.github.com/repos/mozilla/mediawiki-bugzilla/pulls/7,139.0,121.0,18.0,2012-04-16T03:33:32Z,bf20a79bdc1baa747c83f4f3f2b24ce5e3cfa4ce,bf20a79bdc1baa747c83f4f3f2b24ce5e3cfa4ce,Add a new pie chart type. Support small/medium/large pie chart size,A MediaWiki extension that provides read-only access to the Bugzilla REST API,PHP
298,2938,2938,LegNeato,mediawiki-bugzilla,2012-04-16T03:58:26Z,CONTRIBUTOR,True,Sync my repo with the mozilla repo,"...3rd time's a charm?
",2012-05-16T06:08:22Z,https://api.github.com/repos/mozilla/mediawiki-bugzilla/pulls/7,25.0,21.0,4.0,2012-04-16T03:58:26Z,f3978bcca64a905cada594a7d05d72b7101e9152,f3978bcca64a905cada594a7d05d72b7101e9152,Make the jQuery tables look slightly better,A MediaWiki extension that provides read-only access to the Bugzilla REST API,PHP
299,2939,2939,LegNeato,mediawiki-bugzilla,2012-04-29T21:30:38Z,CONTRIBUTOR,True,Sync my repo with the mozilla repo,"...3rd time's a charm?
",2012-05-16T06:08:22Z,https://api.github.com/repos/mozilla/mediawiki-bugzilla/pulls/7,139.0,116.0,23.0,2012-04-29T21:30:38Z,ad5b265451f04e02c90fb117a19b1047dd95f558,ad5b265451f04e02c90fb117a19b1047dd95f558,"Rebase LegNeato repo on top of mozilla repo. Update Readme, fix line endings",A MediaWiki extension that provides read-only access to the Bugzilla REST API,PHP
300,2940,2940,LegNeato,mediawiki-bugzilla,2012-05-16T05:10:05Z,CONTRIBUTOR,True,Sync my repo with the mozilla repo,"...3rd time's a charm?
",2012-05-16T06:08:22Z,https://api.github.com/repos/mozilla/mediawiki-bugzilla/pulls/7,6.0,5.0,1.0,2012-05-16T05:10:05Z,ec12253b22a985ffba056f364c7b223e69b45144,ec12253b22a985ffba056f364c7b223e69b45144,Add default support for array types,A MediaWiki extension that provides read-only access to the Bugzilla REST API,PHP
301,2941,2941,LegNeato,mediawiki-bugzilla,2012-05-16T05:10:27Z,CONTRIBUTOR,True,Sync my repo with the mozilla repo,"...3rd time's a charm?
",2012-05-16T06:08:22Z,https://api.github.com/repos/mozilla/mediawiki-bugzilla/pulls/7,2.0,1.0,1.0,2012-05-16T05:10:27Z,dc54decd0bd6667144e8d2822dec0e93585c9263,dc54decd0bd6667144e8d2822dec0e93585c9263,"Some versions of mediawiki don't provide frame, set it to null by default",A MediaWiki extension that provides read-only access to the Bugzilla REST API,PHP
302,2942,2942,LegNeato,mediawiki-bugzilla,2012-05-16T06:04:25Z,CONTRIBUTOR,True,Sync my repo with the mozilla repo,"...3rd time's a charm?
",2012-05-16T06:08:22Z,https://api.github.com/repos/mozilla/mediawiki-bugzilla/pulls/7,49.0,49.0,0.0,2012-05-16T06:04:25Z,0cc44f0561024200d299ad8ea0e29db3d15ff291,0cc44f0561024200d299ad8ea0e29db3d15ff291,Add support for people fields,A MediaWiki extension that provides read-only access to the Bugzilla REST API,PHP
305,3302,3302,LeoMcA,discourse-expose-emails-in,2017-02-23T16:39:07Z,CONTRIBUTOR,True,ui improvements [issue mozilla/parsys#15],,2017-02-23T16:46:01Z,https://api.github.com/repos/mozilla/discourse-expose-emails-in/pulls/1,123.0,111.0,12.0,2017-02-23T16:39:07Z,0a60fcc6ed917ca95bdad01963fe6d670053913a,0a60fcc6ed917ca95bdad01963fe6d670053913a,ui improvements [issue mozilla/parsys#15],Discourse plugin which exposes category emails-in in useful ways,JavaScript
306,2196,2196,LucianU,django-session-csrf,2011-12-21T18:41:48Z,CONTRIBUTOR,True,Added .gitignore file with some rules,,2011-12-21T18:46:55Z,https://api.github.com/repos/mozilla/django-session-csrf/pulls/6,3.0,3.0,0.0,2011-12-21T18:41:48Z,9ef830cca24dfce487cfa5e4fa2f75b799629884,9ef830cca24dfce487cfa5e4fa2f75b799629884,Added a .gitignore file with some rules,CSRF protection for Django without cookies.,Python
307,5588,5588,LucianU,basket-client,2012-02-04T17:14:40Z,NONE,True,Added .gitignore file with some rules,,2012-02-04T17:15:32Z,https://api.github.com/repos/mozilla/basket-client/pulls/1,3.0,3.0,0.0,2012-02-04T17:14:40Z,7f6353835c49b05067088e88a7de505f5647786c,7f6353835c49b05067088e88a7de505f5647786c,Added a .gitignore file and some rules,Python library for connecting to Basket,Python
308,3762,3762,LucianU,kuma-lib,2012-06-19T00:48:50Z,CONTRIBUTOR,True,Changed taggit to consider tag names case insensitive.,"That is, after a tag has been created, all other case variations of the tag are considered references to the tag itself.
Also added some more tests and made sure that all tests pass.
",2012-06-19T01:05:10Z,https://api.github.com/repos/mozilla/kuma-lib/pulls/2,40.0,31.0,9.0,2012-06-19T00:48:50Z,72e868d5525e4b5462dcf96460fb45f7fd775498,72e868d5525e4b5462dcf96460fb45f7fd775498,"Changed taggit to consider tag names case insensitive. That is, after a tag has been created, all other case variations of the tag are considered references to the tag itself.",Vendor library for Kuma,Python
309,3759,3759,LucianU,kuma-lib,2012-06-20T20:17:10Z,CONTRIBUTOR,True,Fixed the way string tags are extracted from the tags that are added to ...,"...a document
",2012-06-20T20:18:53Z,https://api.github.com/repos/mozilla/kuma-lib/pulls/4,2.0,1.0,1.0,2012-06-20T20:17:10Z,ed27b001eeca29d5e5da288ea8444e3e6bd6c999,ed27b001eeca29d5e5da288ea8444e3e6bd6c999,Fixed the way string tags are extracted from the tags that are added to a document,Vendor library for Kuma,Python
310,1557,1557,LunarTwilight,infosec.mozilla.org,2018-07-16T10:07:22Z,CONTRIBUTOR,True,Update rationales.md,I don't think this should be under separate bullet points?,2018-07-16T10:08:06Z,https://api.github.com/repos/mozilla/infosec.mozilla.org/pulls/68,8.0,1.0,7.0,2018-07-16T10:07:22Z,42b53907e935d3c730651e5d7486701ce50a8b38,42b53907e935d3c730651e5d7486701ce50a8b38,"Update rationales.md

I don't think this should be under separate bullet points?","Guidelines, principles published on https://infosec.mozilla.org",JavaScript
311,528,528,MarckK,inclusion,2019-09-24T10:29:13Z,CONTRIBUTOR,True,edits on README.md,,2019-09-24T10:29:42Z,https://api.github.com/repos/mozilla/inclusion/pulls/228,2.0,1.0,1.0,2019-09-24T10:29:13Z,6d24af1ce7b610dc924dcef8d7815cd7e0a0a8f0,6d24af1ce7b610dc924dcef8d7815cd7e0a0a8f0,edits on README.md,"Our repository for Diversity, Equity and Inclusion work at Mozilla",
312,4289,4289,MarkoSchuetz,dxr,2011-07-28T14:33:57Z,CONTRIBUTOR,True,some small changes,"small changes I needed to make in order to get it setup on NetBSD
",2011-07-28T14:53:12Z,https://api.github.com/repos/mozilla/dxr/pulls/2,3.0,1.0,2.0,2011-07-28T14:33:57Z,0b05da5b95b156cb9b136aef71e38d34df5682ac,0b05da5b95b156cb9b136aef71e38d34df5682ac,fix hard-coded path to bash,Powerful search for large codebases,Python
313,4290,4290,MarkoSchuetz,dxr,2011-07-28T14:36:40Z,CONTRIBUTOR,True,some small changes,"small changes I needed to make in order to get it setup on NetBSD
",2011-07-28T14:53:12Z,https://api.github.com/repos/mozilla/dxr/pulls/2,4.0,3.0,1.0,2011-07-28T14:36:40Z,0f56747714340193ee1c091f00c534aabbb5b964,0f56747714340193ee1c091f00c534aabbb5b964,make is not necessarily GNU make: allow setting name of GNU make in environment,Powerful search for large codebases,Python
314,4291,4291,MarkoSchuetz,dxr,2011-07-28T14:40:40Z,CONTRIBUTOR,True,some small changes,"small changes I needed to make in order to get it setup on NetBSD
",2011-07-28T14:53:12Z,https://api.github.com/repos/mozilla/dxr/pulls/2,4.0,2.0,2.0,2011-07-28T14:40:40Z,95e0801c92344d2213ba9cabf440d997950c4740,95e0801c92344d2213ba9cabf440d997950c4740,fix iteration over plugins,Powerful search for large codebases,Python
315,4558,4558,MartinBest,moz-corsica,2016-01-29T21:35:56Z,CONTRIBUTOR,True,Update state.json,,2016-01-29T21:36:22Z,https://api.github.com/repos/mozilla/moz-corsica/pulls/43,6.0,6.0,0.0,2016-01-29T21:35:56Z,8d95fef9da2bc49e6f0361bd4c45f2fde79f2181,8d95fef9da2bc49e6f0361bd4c45f2fde79f2181,Update state.json,Public Corsica instance for the ambient Mozilla office,Shell
316,4557,4557,MartinBest,moz-corsica,2016-01-29T21:59:06Z,CONTRIBUTOR,True,Update state.json,,2016-01-29T21:59:12Z,https://api.github.com/repos/mozilla/moz-corsica/pulls/45,3.0,2.0,1.0,2016-01-29T21:59:06Z,a87d19837d0075e54da56659ea886108a47fdcef,a87d19837d0075e54da56659ea886108a47fdcef,Update state.json,Public Corsica instance for the ambient Mozilla office,Shell
317,4556,4556,MartinBest,moz-corsica,2016-01-29T23:02:23Z,CONTRIBUTOR,True,Update state.json,,2016-01-29T23:02:37Z,https://api.github.com/repos/mozilla/moz-corsica/pulls/47,6.0,5.0,1.0,2016-01-29T23:02:23Z,cfb1eb7836798d664cb40f1454abbb8673229b76,cfb1eb7836798d664cb40f1454abbb8673229b76,Update state.json,Public Corsica instance for the ambient Mozilla office,Shell
318,4555,4555,MartinBest,moz-corsica,2016-02-01T22:54:22Z,CONTRIBUTOR,True,Update state.json,"This is to update some new sheets and remove one that is not all that helpful.
",2016-02-01T22:54:44Z,https://api.github.com/repos/mozilla/moz-corsica/pulls/48,8.0,6.0,2.0,2016-02-01T22:54:22Z,05d3b5773798ebc1550de0c21d09f8967f026a44,05d3b5773798ebc1550de0c21d09f8967f026a44,Update state.json,Public Corsica instance for the ambient Mozilla office,Shell
319,4546,4546,MartinBest,moz-corsica,2016-04-26T17:24:13Z,CONTRIBUTOR,True,Removed a few charts and added some new ones.,"Specifically added the number of point releases that happen over the last while.
",2016-04-26T17:24:22Z,https://api.github.com/repos/mozilla/moz-corsica/pulls/60,3.0,1.0,2.0,2016-04-26T17:24:13Z,2a202dea975a1fdeb9d769e3606770ebfc3f15ff,2a202dea975a1fdeb9d769e3606770ebfc3f15ff,"Removed a few charts and added some new ones.

Specifically added the number of point releases that happen over the last while.",Public Corsica instance for the ambient Mozilla office,Shell
320,6380,6380,MichaelKohler,activate.mozilla.community,2016-08-12T15:11:16Z,MEMBER,True,Add -webkit-filter to normal filter to make sure they work in Chrome …,"…as well (fixes issue #28)
",2016-08-12T15:11:34Z,https://api.github.com/repos/mozilla/activate.mozilla.community/pulls/29,3.0,2.0,1.0,2016-08-12T15:11:16Z,b6afab035157e9bce1b6cb7a2a72e04b485d5f01,b6afab035157e9bce1b6cb7a2a72e04b485d5f01,Add -webkit-filter to normal filter to make sure they work in Chrome as well (fixes issue #28),Activate campaign site,FreeMarker
321,6341,6341,MichaelKohler,activate.mozilla.community,2017-01-13T22:54:21Z,MEMBER,True,Vertically center menu & Make it better readable,,2017-01-13T22:58:31Z,https://api.github.com/repos/mozilla/activate.mozilla.community/pulls/128,4.0,2.0,2.0,2017-01-13T22:54:21Z,debf126131f9b84a9ad29083963196ec3dc0377e,debf126131f9b84a9ad29083963196ec3dc0377e,Vertically align menu items in menu bar,Activate campaign site,FreeMarker
322,6342,6342,MichaelKohler,activate.mozilla.community,2017-01-13T22:56:48Z,MEMBER,True,Vertically center menu & Make it better readable,,2017-01-13T22:58:31Z,https://api.github.com/repos/mozilla/activate.mozilla.community/pulls/128,1.0,0.0,1.0,2017-01-13T22:56:48Z,e9f9a4cbe53de0a24083770a675ba8a17433e3f7,e9f9a4cbe53de0a24083770a675ba8a17433e3f7,Make menu font better readable,Activate campaign site,FreeMarker
323,6340,6340,MichaelKohler,activate.mozilla.community,2017-01-17T18:05:09Z,MEMBER,True,Update Roadmap dates and remove e10s,"* Correct the dates in the heading
* Moves current initiatives to the ""Now"" column
* Removes ""e10s and Addons"" since that one is retired",2017-01-17T18:06:36Z,https://api.github.com/repos/mozilla/activate.mozilla.community/pulls/129,36.0,20.0,16.0,2017-01-17T18:05:09Z,4225a6176611efd87545c761061542817e7bf7f5,4225a6176611efd87545c761061542817e7bf7f5,Update Roadmap dates and remove e10s,Activate campaign site,FreeMarker
324,6338,6338,MichaelKohler,activate.mozilla.community,2017-01-26T23:01:42Z,MEMBER,True,Retire Test Pilot (fixes #132),,2017-01-26T23:03:52Z,https://api.github.com/repos/mozilla/activate.mozilla.community/pulls/135,52.0,12.0,40.0,2017-01-26T23:01:42Z,e2f17c96bf0f19f772cdff2a4d44f2112da2ce47,e2f17c96bf0f19f772cdff2a4d44f2112da2ce47,Retire Test Pilot (fixes #132),Activate campaign site,FreeMarker
325,6339,6339,MichaelKohler,activate.mozilla.community,2017-01-26T23:06:50Z,MEMBER,True,Retire Test Pilot (fixes #132),,2017-01-26T23:03:52Z,https://api.github.com/repos/mozilla/activate.mozilla.community/pulls/135,4.0,0.0,4.0,2017-01-26T23:06:50Z,9bf7c71f0573665c3cf841061ffb080b2956f8ce,9bf7c71f0573665c3cf841061ffb080b2956f8ce,Update Roadmap after retiring Test Pilot,Activate campaign site,FreeMarker
326,6337,6337,MichaelKohler,activate.mozilla.community,2017-01-26T23:23:13Z,MEMBER,True,Remove Makerparty CTA,"Since the Makerparty is over, we can also remove the CTA.",2017-01-26T23:24:18Z,https://api.github.com/repos/mozilla/activate.mozilla.community/pulls/136,37.0,0.0,37.0,2017-01-26T23:23:13Z,463779f1cb7ab053bdb8730022bfcea5d326d695,463779f1cb7ab053bdb8730022bfcea5d326d695,Remove Makerparty CTA,Activate campaign site,FreeMarker
327,6334,6334,MichaelKohler,activate.mozilla.community,2017-02-16T15:16:01Z,MEMBER,True,Update README in terms of Process for Pontoon,,2017-02-16T15:17:30Z,https://api.github.com/repos/mozilla/activate.mozilla.community/pulls/138,17.0,6.0,11.0,2017-02-16T15:16:01Z,01678e69256d8af53e49055bf62a3386a00cfc0d,01678e69256d8af53e49055bf62a3386a00cfc0d,Update README in terms of Process for Pontoon,Activate campaign site,FreeMarker
328,6335,6335,MichaelKohler,activate.mozilla.community,2017-02-17T12:07:51Z,MEMBER,True,Update README in terms of Process for Pontoon,,2017-02-16T15:17:30Z,https://api.github.com/repos/mozilla/activate.mozilla.community/pulls/138,4.0,2.0,2.0,2017-02-17T12:07:51Z,2b1708a9486490fa97dc9f7b1c960e322c20ddbe,2b1708a9486490fa97dc9f7b1c960e322c20ddbe,Add direct link to project on Pontoon,Activate campaign site,FreeMarker
329,6330,6330,MichaelKohler,activate.mozilla.community,2017-02-20T16:41:28Z,MEMBER,True,Remove unneeded MD files (fixes #153),,2017-02-20T16:42:02Z,https://api.github.com/repos/mozilla/activate.mozilla.community/pulls/157,135.0,0.0,135.0,2017-02-20T16:41:28Z,399576583b8df8bfc1306bf774f3319325f9a2ee,399576583b8df8bfc1306bf774f3319325f9a2ee,Remove unneeded MD files (fixes #153),Activate campaign site,FreeMarker
338,2243,2243,MikkCZ,One-Mozilla-blog,2015-01-09T11:55:08Z,CONTRIBUTOR,True,Czech translation for One-Mozilla-blog Theme,,2015-01-09T11:58:36Z,https://api.github.com/repos/mozilla/One-Mozilla-blog/pulls/18,533.0,533.0,0.0,2015-01-09T11:55:08Z,3b53cbee0f11661fe769d305269b8b9125b184ca,3b53cbee0f11661fe769d305269b8b9125b184ca,Czech translation for One-Mozilla-blog Theme,A universal WordPress theme for Mozilla blogs,PHP
339,2244,2244,MikkCZ,One-Mozilla-blog,2015-01-27T11:59:59Z,CONTRIBUTOR,True,Czech translation for One-Mozilla-blog Theme,,2015-01-09T11:58:36Z,https://api.github.com/repos/mozilla/One-Mozilla-blog/pulls/18,6.0,3.0,3.0,2015-01-27T11:59:59Z,616572652247afbc439879f21e955b4e79717bdb,616572652247afbc439879f21e955b4e79717bdb,"Update old, ""en-US"" hardoced and non HTTPS links",A universal WordPress theme for Mozilla blogs,PHP
340,2245,2245,MikkCZ,One-Mozilla-blog,2015-01-27T12:05:54Z,CONTRIBUTOR,True,Czech translation for One-Mozilla-blog Theme,,2015-01-09T11:58:36Z,https://api.github.com/repos/mozilla/One-Mozilla-blog/pulls/18,6.0,3.0,3.0,2015-01-27T12:05:54Z,7de20899748869c88269bcc44950955892726f95,7de20899748869c88269bcc44950955892726f95,Update Czech translation for One-Mozilla-blog Theme,A universal WordPress theme for Mozilla blogs,PHP
341,2246,2246,MikkCZ,One-Mozilla-blog,2015-01-27T21:50:12Z,CONTRIBUTOR,True,Czech translation for One-Mozilla-blog Theme,,2015-01-09T11:58:36Z,https://api.github.com/repos/mozilla/One-Mozilla-blog/pulls/18,4.0,2.0,2.0,2015-01-27T21:50:12Z,e868bbe0ac4033c702c6f8392cf8c50a870d090a,e868bbe0ac4033c702c6f8392cf8c50a870d090a,Add missing domain for two strings,A universal WordPress theme for Mozilla blogs,PHP
342,2242,2242,MikkCZ,One-Mozilla-blog,2015-02-17T09:10:22Z,CONTRIBUTOR,True,"Fix 404 ""js/html5.js"" for child themes","fix for https://github.com/mozilla/One-Mozilla-blog/issues/24
",2015-02-17T09:12:07Z,https://api.github.com/repos/mozilla/One-Mozilla-blog/pulls/25,2.0,1.0,1.0,2015-02-17T09:10:22Z,18795fedcf17ad0eef4e0b617a4494712834983f,18795fedcf17ad0eef4e0b617a4494712834983f,"Fix 404 ""js/html5.js"" for child themes",A universal WordPress theme for Mozilla blogs,PHP
343,2241,2241,MikkCZ,One-Mozilla-blog,2015-02-21T09:57:30Z,CONTRIBUTOR,True,Fix multiple </time></a>:</span> for comments,,2015-02-21T09:57:35Z,https://api.github.com/repos/mozilla/One-Mozilla-blog/pulls/26,6.0,3.0,3.0,2015-02-21T09:57:30Z,2858c7a998acd61e1b9e12dd3ccfb16905f9173d,2858c7a998acd61e1b9e12dd3ccfb16905f9173d,Fix multiple </time></a>:</span> after comment,A universal WordPress theme for Mozilla blogs,PHP
344,2239,2239,MikkCZ,One-Mozilla-blog,2015-03-17T22:20:16Z,CONTRIBUTOR,True,Add missing 'onemozilla' domain for strings,"Some strings are missing 'onemozilla' domain - this PR should fix it.
",2015-03-17T22:22:08Z,https://api.github.com/repos/mozilla/One-Mozilla-blog/pulls/29,22.0,11.0,11.0,2015-03-17T22:20:16Z,10a3c67fac483126171bc10befc99695e79f8170,10a3c67fac483126171bc10befc99695e79f8170,Add missing 'onemozilla' domain for strings,A universal WordPress theme for Mozilla blogs,PHP
345,2237,2237,MikkCZ,One-Mozilla-blog,2015-04-11T09:36:15Z,CONTRIBUTOR,True,Czech l10n update,,2015-04-11T09:37:11Z,https://api.github.com/repos/mozilla/One-Mozilla-blog/pulls/34,34.0,17.0,17.0,2015-04-11T09:36:15Z,b6a967c2066f210a566dddaffcbd0dd6849ca216,b6a967c2066f210a566dddaffcbd0dd6849ca216,Czech l10n update,A universal WordPress theme for Mozilla blogs,PHP
346,2236,2236,MikkCZ,One-Mozilla-blog,2015-07-28T18:16:56Z,CONTRIBUTOR,True,Filter shortcodes in fc_meta_desc(),"Filter shortcodes in `fc_meta_desc()`, so their output is shown in instead of the shortcode itself. You can see the current result without shortcode filtered e.g. in [Google results for mozilla.cz](https://www.google.cz/search?q=mozilla.cz&ie=utf-8&oe=utf-8) (under _Stáhnout Firefox_ headline).
",2015-07-28T18:20:06Z,https://api.github.com/repos/mozilla/One-Mozilla-blog/pulls/38,1.0,1.0,0.0,2015-07-28T18:16:56Z,5bdebce44794528f075c979199baf69594dc160f,5bdebce44794528f075c979199baf69594dc160f,Filter shortcodes in fc_meta_desc(),A universal WordPress theme for Mozilla blogs,PHP
347,2235,2235,MikkCZ,One-Mozilla-blog,2015-09-21T10:27:04Z,CONTRIBUTOR,True,List all images attached to singlular in meta og:image,,2015-09-21T10:28:16Z,https://api.github.com/repos/mozilla/One-Mozilla-blog/pulls/42,6.0,6.0,0.0,2015-09-21T10:27:04Z,e7dc635c1b7b6195a8cf0bffda0d7ab8b5583f90,e7dc635c1b7b6195a8cf0bffda0d7ab8b5583f90,List all images attached to singlular in meta og:image,A universal WordPress theme for Mozilla blogs,PHP
354,3295,3295,Mossop,firefox-browser-architecture,2017-08-04T17:18:01Z,MEMBER,True,Create 0002-problems-with-xul.md,Add a document enumerating the various problems we have heard about XUL,2017-08-04T17:18:24Z,https://api.github.com/repos/mozilla/firefox-browser-architecture/pulls/4,69.0,69.0,0.0,2017-08-04T17:18:01Z,e53680704aea06cf29638c8a67a4390262a74321,e53680704aea06cf29638c8a67a4390262a74321,"Create 0002-problems-with-xul.md

Add a document enumerating the various problems we have heard about XUL",Proposals for future Firefox browser architecture,CSS
355,4521,4521,Mossop,moz-corsica,2017-08-08T16:05:58Z,MEMBER,True,Update with new Firefox Nightly logo,,2017-08-08T16:06:16Z,https://api.github.com/repos/mozilla/moz-corsica/pulls/97,2.0,1.0,1.0,2017-08-08T16:05:58Z,0a444ee96d55ada0232574d514acf2cfb6ccd833,0a444ee96d55ada0232574d514acf2cfb6ccd833,Update with new Firefox Nightly logo,Public Corsica instance for the ambient Mozilla office,Shell
356,3296,3296,Mossop,firefox-browser-architecture,2017-08-10T19:28:57Z,MEMBER,True,Create 0002-problems-with-xul.md,Add a document enumerating the various problems we have heard about XUL,2017-08-04T17:18:24Z,https://api.github.com/repos/mozilla/firefox-browser-architecture/pulls/4,0.0,0.0,0.0,2017-08-10T19:28:57Z,bea3ac488f2e0679cf786488de39b01772c90636,bea3ac488f2e0679cf786488de39b01772c90636,Rename file.,Proposals for future Firefox browser architecture,CSS
357,3268,3268,Mossop,firefox-browser-architecture,2017-08-25T19:27:22Z,MEMBER,True,Fix link in XUL document.,,2017-08-25T19:28:17Z,https://api.github.com/repos/mozilla/firefox-browser-architecture/pulls/20,4.0,2.0,2.0,2017-08-25T19:27:22Z,3f6d0da02569d7b2bc3b793776dbb11309abd109,3f6d0da02569d7b2bc3b793776dbb11309abd109,Fix link in XUL document.,Proposals for future Firefox browser architecture,CSS
358,3239,3239,Mossop,firefox-browser-architecture,2017-11-29T20:48:51Z,MEMBER,True,Add type safety system information.,,2017-12-05T22:16:27Z,https://api.github.com/repos/mozilla/firefox-browser-architecture/pulls/49,59.0,59.0,0.0,2017-11-29T20:48:51Z,2bd44de739c2a3e67a51b6ed1c5d7a5ddd41d60e,2bd44de739c2a3e67a51b6ed1c5d7a5ddd41d60e,Add type safety system information.,Proposals for future Firefox browser architecture,CSS
359,3241,3241,Mossop,firefox-browser-architecture,2017-11-29T21:01:30Z,MEMBER,True,Add newsletter 5,,2017-11-29T21:04:26Z,https://api.github.com/repos/mozilla/firefox-browser-architecture/pulls/47,43.0,43.0,0.0,2017-11-29T21:01:30Z,1efbd06cd036453f1aea8e79145c3679a8abb129,1efbd06cd036453f1aea8e79145c3679a8abb129,Add newsletter 5,Proposals for future Firefox browser architecture,CSS
360,176,176,Mozilla-GitHub-Standards,cloud9-skywriter-shared,2019-03-28T03:39:13Z,CONTRIBUTOR,True,Add Mozilla Code of Conduct,"
As of January 1 2019, Mozilla requires that all GitHub projects include this [CODE_OF_CONDUCT.md](https://github.com/mozilla/repo-templates/blob/master/templates/CODE_OF_CONDUCT.md) file in the project root. The file has two parts:

1. Required Text - All text under the headings *Community Participation Guidelines and How to Report*, are required, and should not be altered.
2. Optional Text - The Project Specific Etiquette heading provides a space to speak more specifically about ways people can work effectively and inclusively together. Some examples of those can be found on the [Firefox Debugger](https://github.com/devtools-html/debugger.html/blob/master/CODE_OF_CONDUCT.md) project, and [Common Voice](https://github.com/mozilla/voice-web/blob/master/CODE_OF_CONDUCT.md). (The optional part is commented out in the [raw template file](https://raw.githubusercontent.com/mozilla/repo-templates/blob/master/templates/CODE_OF_CONDUCT.md), and will not be visible until you modify and uncomment that part.)

If you have any questions about this file, or Code of Conduct policies and procedures, please reach out to Mozilla-GitHub-Standards+CoC@mozilla.com.

_(Message COC002)_",2019-03-28T03:39:14Z,https://api.github.com/repos/mozilla/cloud9-skywriter-shared/pulls/1,15.0,15.0,0.0,2019-03-28T03:39:13Z,42bd3f12b9286271a48b5e6b6e14683aa860014c,42bd3f12b9286271a48b5e6b6e14683aa860014c,"See PR for details

_(Message COC002)_",UNSUPPORTED - Shared code between Ajax.org Cloud9 and Mozilla Skywriter,JavaScript
